zipcode,number_of_customers,Percentage
02234,1,0.00
02238,1,0.00
02247,1,0.00
02251,1,0.00
02255,1,0.00
02269,1,0.00
02281,1,0.00
02315,1,0.00
02322,1,0.00
02331,1,0.00
02338,1,0.00
02339,1,0.00
02345,1,0.00
02352,1,0.00
02362,1,0.00
02378,1,0.00
02382,1,0.00
02435,1,0.00
02436,1,0.00
02448,1,0.00
02449,1,0.00
02455,1,0.00
02483,1,0.00
02505,1,0.00
02537,1,0.00
02567,1,0.00
02576,1,0.00
02584,1,0.00
02614,1,0.00
02657,1,0.00
02666,1,0.00
02669,1,0.00
02670,1,0.00
02718,1,0.00
02719,1,0.00
02722,1,0.00
02725,1,0.00
02735,1,0.00
02739,1,0.00
02742,1,0.00
02763,1,0.00
02778,1,0.00
02808,1,0.00
02822,1,0.00
02839,1,0.00
02841,1,0.00
02854,1,0.00
02867,1,0.00
02876,1,0.00
02880,1,0.00
02883,1,0.00
02901,1,0.00
02930,1,0.00
02974,1,0.00
02985,1,0.00
03000,1,0.00
03006,1,0.00
03011,1,0.00
03044,1,0.00
03046,1,0.00
03047,1,0.00
03052,1,0.00
03077,1,0.00
03107,1,0.00
03138,1,0.00
03158,1,0.00
03204,1,0.00
03217,1,0.00
03224,1,0.00
03229,1,0.00
03241,1,0.00
03247,1,0.00
03253,1,0.00
03255,1,0.00
03260,1,0.00
03281,1,0.00
03284,1,0.00
03290,1,0.00
03455,1,0.00
03461,1,0.00
03470,1,0.00
03576,1,0.00
03582,1,0.00
03714,1,0.00
03740,1,0.00
03745,1,0.00
03768,1,0.00
03769,1,0.00
03774,1,0.00
03781,1,0.00
03804,1,0.00
03809,1,0.00
03810,1,0.00
03818,1,0.00
03821,1,0.00
03828,1,0.00
03839,1,0.00
03853,1,0.00
03856,1,0.00
03858,1,0.00
03873,1,0.00
03902,1,0.00
03906,1,0.00
04010,1,0.00
04020,1,0.00
04021,1,0.00
04022,1,0.00
04027,1,0.00
04040,1,0.00
04046,1,0.00
04048,1,0.00
04057,1,0.00
04079,1,0.00
04084,1,0.00
04093,1,0.00
04097,1,0.00
04109,1,0.00
04110,1,0.00
04133,1,0.00
04175,1,0.00
04216,1,0.00
04231,1,0.00
04258,1,0.00
04260,1,0.00
04263,1,0.00
04265,1,0.00
04267,1,0.00
04274,1,0.00
04282,1,0.00
04287,1,0.00
04305,1,0.00
04342,1,0.00
04346,1,0.00
04354,1,0.00
04355,1,0.00
04402,1,0.00
04403,1,0.00
04414,1,0.00
04457,1,0.00
04493,1,0.00
04496,1,0.00
04555,1,0.00
04562,1,0.00
04573,1,0.00
04579,1,0.00
04623,1,0.00
04631,1,0.00
04640,1,0.00
04648,1,0.00
04653,1,0.00
04660,1,0.00
04662,1,0.00
04669,1,0.00
04676,1,0.00
04693,1,0.00
04784,1,0.00
04906,1,0.00
04910,1,0.00
04936,1,0.00
04937,1,0.00
04945,1,0.00
04963,1,0.00
04965,1,0.00
04985,1,0.00
04988,1,0.00
05008,1,0.00
05012,1,0.00
05033,1,0.00
05041,1,0.00
05048,1,0.00
05101,1,0.00
05105,1,0.00
05143,1,0.00
05149,1,0.00
05158,1,0.00
05189,1,0.00
05204,1,0.00
05344,1,0.00
05345,1,0.00
05353,1,0.00
05354,1,0.00
05359,1,0.00
05401-3840,1,0.00
05436,1,0.00
05443,1,0.00
05445,1,0.00
05477,1,0.00
05483,1,0.00
05486,1,0.00
05489,1,0.00
05491,1,0.00
05584,1,0.00
05611,1,0.00
05640,1,0.00
05647,1,0.00
05656,1,0.00
05667,1,0.00
05677,1,0.00
05732,1,0.00
05733,1,0.00
05738,1,0.00
05757,1,0.00
05773,1,0.00
05774,1,0.00
05816,1,0.00
05830,1,0.00
05836,1,0.00
05849,1,0.00
05874,1,0.00
05885,1,0.00
06023,1,0.00
06041,1,0.00
06060,1,0.00
06071,1,0.00
06072,1,0.00
06090,1,0.00
06102,1,0.00
06126,1,0.00
06140,1,0.00
06154,1,0.00
06168,1,0.00
06209,1,0.00
06218,1,0.00
06235,1,0.00
06237,1,0.00
06240,1,0.00
06247,1,0.00
06249,1,0.00
06256,1,0.00
06266,1,0.00
06281-1701,1,0.00
06309,1,0.00
06331,1,0.00
06338,1,0.00
06345,1,0.00
06347,1,0.00
06349,1,0.00
06350,1,0.00
06358,1,0.00
06368,1,0.00
06386,1,0.00
06406,1,0.00
06417,1,0.00
06419,1,0.00
06430,1,0.00
06442,1,0.00
06447,1,0.00
06455,1,0.00
06481,1,0.00
06501,1,0.00
06600,1,0.00
06601,1,0.00
06602,1,0.00
06608,1,0.00
06680,1,0.00
06685,1,0.00
06715,1,0.00
06751,1,0.00
06752,1,0.00
06755,1,0.00
06773,1,0.00
06783,1,0.00
06792,1,0.00
06826,1,0.00
06852,1,0.00
06861,1,0.00
06875,1,0.00
06881,1,0.00
06920,1,0.00
06926,1,0.00
06989,1,0.00
07021,1,0.00
07029-2910,1,0.00
0704707047,1,0.00
07064,1,0.00
07077,1,0.00
07088,1,0.00
07096,1,0.00
07097,1,0.00
07108,1,0.00
07130,1,0.00
07152,1,0.00
07160,1,0.00
07162,1,0.00
07221,1,0.00
07250,1,0.00
07310.,1,0.00
07320,1,0.00
07392,1,0.00
07402,1,0.00
07420,1,0.00
07421,1,0.00
07439,1,0.00
07451,1,0.00
07460,1,0.00
07502,1,0.00
07516,1,0.00
07524,1,0.00
07633,1,0.00
07664,1,0.00
07723,1,0.00
07737,1,0.00
07739,1,0.00
07741,1,0.00
07744,1,0.00
07756,1,0.00
07757,1,0.00
07838,1,0.00
07848,1,0.00
07850,1,0.00
07863,1,0.00
07878,1,0.00
07926,1,0.00
07929,1,0.00
07935,1,0.00
07970,1,0.00
08013,1,0.00
08015,1,0.00
08022,1,0.00
08026,1,0.00
08049,1,0.00
08051,1,0.00
08063,1,0.00
08065,1,0.00
08067,1,0.00
08073,1,0.00
08079,1,0.00
08084,1,0.00
08090,1,0.00
08091,1,0.00
08097,1,0.00
08098,1,0.00
08152,1,0.00
08154,1,0.00
08162,1,0.00
08218,1,0.00
08243,1,0.00
08269,1,0.00
08281,1,0.00
08322,1,0.00
08343,1,0.00
08345,1,0.00
08404,1,0.00
08450,1,0.00
08453,1,0.00
08509,1,0.00
08521,1,0.00
08525,1,0.00
08545,1,0.00
08625,1,0.00
08717,1,0.00
08732,1,0.00
08734,1,0.00
08738,1,0.00
08740,1,0.00
08773,1,0.00
08806,1,0.00
08821,1,0.00
08836,1,0.00
08843,1,0.00
08852-1910,1,0.00
08864,1,0.00
08867,1,0.00
08875,1,0.00
08883,1,0.00
08884,1,0.00
08921,1,0.00
08933,1,0.00
09004,1,0.00
09040,1,0.00
09081,1,0.00
09086,1,0.00
09097,1,0.00
09098,1,0.00
09105,1,0.00
09140,1,0.00
09301,1,0.00
09502,1,0.00
09524,1,0.00
09603,1,0.00
09636,1,0.00
09645,1,0.00
09691,1,0.00
09824,1,0.00
10001-3049,1,0.00
10002-6811,1,0.00
100027,1,0.00
100136,1,0.00
10015,1,0.00
1001911101,1,0.00
10029-6290,1,0.00
10041,1,0.00
10046,1,0.00
10048,1,0.00
10054,1,0.00
10064,1,0.00
10066,1,0.00
10074,1,0.00
10076,1,0.00
10079,1,0.00
10082,1,0.00
10089,1,0.00
10096,1,0.00
10097,1,0.00
10100,1,0.00
10101,1,0.00
10107,1,0.00
10109,1,0.00
10115,1,0.00
10116,1,0.00
10123,1,0.00
10156,1,0.00
10158,1,0.00
10162,1,0.00
10165,1,0.00
10170,1,0.00
10171,1,0.00
10177,1,0.00
10194,1,0.00
10211,1,0.00
10218,1,0.00
10234,1,0.00
10240,1,0.00
10270,1,0.00
10278,1,0.00
10341,1,0.00
10354,1,0.00
10365,1,0.00
10375,1,0.00
10390,1,0.00
10425,1,0.00
10464,1,0.00
10524,1,0.00
10526,1,0.00
10537,1,0.00
10546,1,0.00
10564,1,0.00
10576,1,0.00
10579,1,0.00
10597,1,0.00
10806,1,0.00
10836,1,0.00
10845,1,0.00
10867,1,0.00
10873,1,0.00
10919,1,0.00
10925,1,0.00
10928,1,0.00
10974,1,0.00
10975,1,0.00
10983,1,0.00
10993,1,0.00
11022,1,0.00
11026,1,0.00
11035,1,0.00
11036,1,0.00
11051,1,0.00
11081,1,0.00
11083,1,0.00
11088,1,0.00
11105-3354,1,0.00
11108,1,0.00
11193,1,0.00
1120195054,1,0.00
11209-2608,1,0.00
11220-2118,1,0.00
11220-3514,1,0.00
11220-4730,1,0.00
11220-4746,1,0.00
11250,1,0.00
11281,1,0.00
11285,1,0.00
11311,1,0.00
11313,1,0.00
11326,1,0.00
11335,1,0.00
11345,1,0.00
11347,1,0.00
11359,1,0.00
11376,1,0.00
11395,1,0.00
11406,1,0.00
11430,1,0.00
11465,1,0.00
11468,1,0.00
11469,1,0.00
11524,1,0.00
11537,1,0.00
11539,1,0.00
11543,1,0.00
11719,1,0.00
11750,1,0.00
1175511755,1,0.00
11759,1,0.00
11760,1,0.00
11770,1,0.00
11790-1732,1,0.00
11790-3401,1,0.00
11790-3404,1,0.00
11790-3405,1,0.00
11796,1,0.00
11799,1,0.00
11853,1,0.00
11860,1,0.00
11863,1,0.00
11874,1,0.00
11932,1,0.00
11947,1,0.00
11960,1,0.00
11977,1,0.00
12064,1,0.00
12088,1,0.00
12096,1,0.00
12120,1,0.00
12165,1,0.00
12167,1,0.00
12169,1,0.00
12170,1,0.00
12180-3711,1,0.00
12186,1,0.00
12219,1,0.00
12222-0100,1,0.00
12238,1,0.00
12251,1,0.00
12354,1,0.00
12403,1,0.00
12446,1,0.00
12455,1,0.00
12457,1,0.00
12458,1,0.00
12470,1,0.00
12472,1,0.00
12474,1,0.00
12496,1,0.00
12506,1,0.00
12513,1,0.00
12514,1,0.00
12517,1,0.00
12536,1,0.00
12547,1,0.00
12567,1,0.00
12574,1,0.00
12580,1,0.00
12605,1,0.00
12630,1,0.00
12725,1,0.00
12732,1,0.00
12733,1,0.00
12734,1,0.00
12758,1,0.00
12764,1,0.00
12788,1,0.00
12810,1,0.00
12837,1,0.00
12842,1,0.00
12847,1,0.00
12850,1,0.00
12851,1,0.00
12885,1,0.00
12886,1,0.00
12900,1,0.00
12945,1,0.00
12950,1,0.00
12970,1,0.00
12974,1,0.00
12986,1,0.00
13019,1,0.00
13026,1,0.00
13036,1,0.00
13037,1,0.00
13051,1,0.00
13074,1,0.00
13077,1,0.00
13082,1,0.00
13087,1,0.00
13093,1,0.00
13127,1,0.00
13136,1,0.00
13151,1,0.00
13152,1,0.00
13156,1,0.00
13185,1,0.00
13200,1,0.00
13211,1,0.00
13235,1,0.00
13310,1,0.00
13328,1,0.00
13356,1,0.00
13358,1,0.00
13403,1,0.00
13409,1,0.00
13461,1,0.00
13471,1,0.00
13478,1,0.00
13550,1,0.00
13608,1,0.00
13612,1,0.00
13616,1,0.00
13634,1,0.00
13635,1,0.00
13662,1,0.00
13690,1,0.00
13737,1,0.00
13755,1,0.00
13778,1,0.00
13780,1,0.00
13795,1,0.00
13811,1,0.00
13812,1,0.00
13825,1,0.00
13838,1,0.00
13858,1,0.00
13865,1,0.00
13920,1,0.00
14005,1,0.00
14011,1,0.00
14019,1,0.00
14026,1,0.00
14033,1,0.00
14056,1,0.00
14057,1,0.00
14070,1,0.00
14080,1,0.00
14105,1,0.00
14131,1,0.00
14132,1,0.00
14136,1,0.00
14141,1,0.00
14172,1,0.00
14200,1,0.00
14212,1,0.00
14214-8002,1,0.00
14214-8008,1,0.00
14245,1,0.00
14261-0054,1,0.00
14261-0059,1,0.00
14261-0065,1,0.00
14267,1,0.00
14280,1,0.00
14302,1,0.00
14315,1,0.00
14320,1,0.00
14321,1,0.00
14414,1,0.00
14455,1,0.00
14470,1,0.00
14471,1,0.00
14482,1,0.00
14487,1,0.00
14507,1,0.00
14510,1,0.00
14521,1,0.00
14533,1,0.00
14536,1,0.00
14548,1,0.00
14569,1,0.00
14590,1,0.00
14600,1,0.00
14603,1,0.00
14614,1,0.00
14627-3506,1,0.00
14627-5642,1,0.00
14667,1,0.00
14692,1,0.00
14702,1,0.00
14710,1,0.00
14715,1,0.00
14718,1,0.00
14727,1,0.00
14787,1,0.00
14805,1,0.00
14810,1,0.00
14813,1,0.00
14837,1,0.00
14838,1,0.00
14847,1,0.00
1485010025,1,0.00
1485014850,1,0.00
14851,1,0.00
14882,1,0.00
14891,1,0.00
14905,1,0.00
15006,1,0.00
15014,1,0.00
15022,1,0.00
15026,1,0.00
15037,1,0.00
15042,1,0.00
15043,1,0.00
15045,1,0.00
15046,1,0.00
15052,1,0.00
15062,1,0.00
15074,1,0.00
15089,1,0.00
15094,1,0.00
15107,1,0.00
15127,1,0.00
15135,1,0.00
15140,1,0.00
1520515213,1,0.00
15223,1,0.00
15261,1,0.00
15271,1,0.00
15288,1,0.00
15298,1,0.00
15328,1,0.00
15332,1,0.00
15357,1,0.00
15360,1,0.00
15400,1,0.00
15431,1,0.00
15438,1,0.00
15445,1,0.00
15464,1,0.00
15480,1,0.00
15557,1,0.00
15604,1,0.00
15605,1,0.00
15610,1,0.00
15620,1,0.00
15627,1,0.00
15692,1,0.00
15707,1,0.00
15717,1,0.00
15825,1,0.00
15828,1,0.00
15834,1,0.00
15860,1,0.00
15901,1,0.00
15942,1,0.00
15951,1,0.00
16038,1,0.00
16056,1,0.00
16059,1,0.00
16063,1,0.00
16105,1,0.00
16110,1,0.00
16159,1,0.00
16172,1,0.00
16213,1,0.00
16239,1,0.00
16242,1,0.00
16254,1,0.00
16314,1,0.00
16323,1,0.00
16345,1,0.00
16352,1,0.00
16353,1,0.00
16420,1,0.00
16433,1,0.00
16503,1,0.00
16511,1,0.00
16563-0909,1,0.00
16636,1,0.00
16654,1,0.00
16667,1,0.00
16673,1,0.00
16693,1,0.00
16703,1,0.00
16800,1,0.00
16826,1,0.00
16828,1,0.00
16851,1,0.00
16858,1,0.00
16875,1,0.00
16882,1,0.00
16892,1,0.00
16902,1,0.00
16903,1,0.00
16912,1,0.00
16925,1,0.00
17007,1,0.00
17014,1,0.00
17017,1,0.00
17018,1,0.00
17019,1,0.00
17020,1,0.00
17032,1,0.00
17034,1,0.00
17059,1,0.00
17069,1,0.00
17083,1,0.00
17084,1,0.00
17087,1,0.00
17098,1,0.00
17197,1,0.00
17214,1,0.00
17224,1,0.00
17233,1,0.00
17237,1,0.00
17252,1,0.00
17304,1,0.00
17310,1,0.00
17320,1,0.00
17322,1,0.00
17328,1,0.00
17351,1,0.00
17365,1,0.00
17502,1,0.00
17508,1,0.00
17515,1,0.00
17519,1,0.00
17534,1,0.00
17562,1,0.00
17578,1,0.00
17581,1,0.00
17585,1,0.00
17608,1,0.00
17683,1,0.00
17691,1,0.00
17702,1,0.00
17746,1,0.00
17756,1,0.00
17804,1,0.00
17820,1,0.00
17834,1,0.00
1783717837,1,0.00
17847,1,0.00
17854,1,0.00
17859,1,0.00
17860,1,0.00
17900,1,0.00
17919,1,0.00
17929,1,0.00
17945,1,0.00
17948,1,0.00
18014,1,0.00
1801518015,1,0.00
18019,1,0.00
18037,1,0.00
18041,1,0.00
18043,1,0.00
18049,1,0.00
18051,1,0.00
18058,1,0.00
18071,1,0.00
18080,1,0.00
18091,1,0.00
18210,1,0.00
18224,1,0.00
18235,1,0.00
18237,1,0.00
18249,1,0.00
18336,1,0.00
18347,1,0.00
18349,1,0.00
18354,1,0.00
18406,1,0.00
18425,1,0.00
18427,1,0.00
18433,1,0.00
18434,1,0.00
18472,1,0.00
18501,1,0.00
18502,1,0.00
18601,1,0.00
18610,1,0.00
18635,1,0.00
18651,1,0.00
18656,1,0.00
18706,1,0.00
18708,1,0.00
18740,1,0.00
18912,1,0.00
18972,1,0.00
18977,1,0.00
18983,1,0.00
19006-6114,1,0.00
19011,1,0.00
19021,1,0.00
19022,1,0.00
19079,1,0.00
19093,1,0.00
19099,1,0.00
19100,1,0.00
19104-6007,1,0.00
19104-6106,1,0.00
19104-6134,1,0.00
19108,1,0.00
19156,1,0.00
19180,1,0.00
19321,1,0.00
19332,1,0.00
19356,1,0.00
19362,1,0.00
19369,1,0.00
19407,1,0.00
19415,1,0.00
19420,1,0.00
19437,1,0.00
19469,1,0.00
19474,1,0.00
19484,1,0.00
19490,1,0.00
19492,1,0.00
19504,1,0.00
19505,1,0.00
19510,1,0.00
19519,1,0.00
19534,1,0.00
19536,1,0.00
19551,1,0.00
19560,1,0.00
19565,1,0.00
1970219702,1,0.00
19712,1,0.00
19714,1,0.00
19717-1104,1,0.00
19717-7831,1,0.00
19750,1,0.00
19755,1,0.00
19773,1,0.00
19808-1569,1,0.00
19813,1,0.00
19846,1,0.00
19866,1,0.00
19933,1,0.00
19939,1,0.00
19945,1,0.00
19946,1,0.00
19952,1,0.00
19954,1,0.00
19960,1,0.00
19972,1,0.00
20009-3753,1,0.00
20016-8102,1,0.00
20025,1,0.00
20027,1,0.00
20031,1,0.00
20033,1,0.00
20039,1,0.00
20043,1,0.00
20045,1,0.00
20050,1,0.00
2005248104,1,0.00
20067,1,0.00
20113,1,0.00
20122,1,0.00
20126,1,0.00
20128,1,0.00
20129,1,0.00
20135,1,0.00
20139,1,0.00
20184,1,0.00
20189-5190,1,0.00
20198,1,0.00
20212,1,0.00
20230,1,0.00
20403,1,0.00
20416,1,0.00
20446,1,0.00
20453,1,0.00
20459,1,0.00
20460,1,0.00
20461,1,0.00
20470,1,0.00
20478,1,0.00
20482,1,0.00
20492,1,0.00
20582,1,0.00
20590,1,0.00
20606,1,0.00
20620,1,0.00
20624,1,0.00
20628,1,0.00
20645,1,0.00
20656,1,0.00
20675,1,0.00
20685,1,0.00
20711,1,0.00
20714,1,0.00
20725,1,0.00
20733,1,0.00
20741,1,0.00
20749,1,0.00
20763,1,0.00
20806,1,0.00
20812,1,0.00
20813,1,0.00
20849,1,0.00
20852-3209,1,0.00
20857,1,0.00
20863,1,0.00
20878-1402,1,0.00
20887,1,0.00
20908,1,0.00
20950,1,0.00
20972,1,0.00
20975,1,0.00
21017,1,0.00
21028,1,0.00
21034,1,0.00
21066,1,0.00
21093-3938,1,0.00
21105,1,0.00
21120,1,0.00
21131,1,0.00
21140,1,0.00
21154,1,0.00
2121721217,1,0.00
21260,1,0.00
21287-0022,1,0.00
21300,1,0.00
214000,1,0.00
21402,1,0.00
21404,1,0.00
2142,1,0.00
21500,1,0.00
21520,1,0.00
21530,1,0.00
21531,1,0.00
21545,1,0.00
21556,1,0.00
21560,1,0.00
21609,1,0.00
21623,1,0.00
21629,1,0.00
21639,1,0.00
21668,1,0.00
21673,1,0.00
21706,1,0.00
21734,1,0.00
21767,1,0.00
21777,1,0.00
21788,1,0.00
21813,1,0.00
21817,1,0.00
21820,1,0.00
21830,1,0.00
21874,1,0.00
21875,1,0.00
21904,1,0.00
21915,1,0.00
21918,1,0.00
22011,1,0.00
22012,1,0.00
22034,1,0.00
22132,1,0.00
22158,1,0.00
22227,1,0.00
22231,1,0.00
22325,1,0.00
22424,1,0.00
22427,1,0.00
22473,1,0.00
22520,1,0.00
22546,1,0.00
22578,1,0.00
22600,1,0.00
22620,1,0.00
22638,1,0.00
22639,1,0.00
22645,1,0.00
22656,1,0.00
22705,1,0.00
22737,1,0.00
22803,1,0.00
22825,1,0.00
22831,1,0.00
22846,1,0.00
22903-3152,1,0.00
22903-3300,1,0.00
22905,1,0.00
22920,1,0.00
22940,1,0.00
22985,1,0.00
23008,1,0.00
23047,1,0.00
23075,1,0.00
23086,1,0.00
23098,1,0.00
23102,1,0.00
23118,1,0.00
23124,1,0.00
23140,1,0.00
23146,1,0.00
23153,1,0.00
23183,1,0.00
23184,1,0.00
23186-0003,1,0.00
23196,1,0.00
23200,1,0.00
23245,1,0.00
23256,1,0.00
23298,1,0.00
23306,1,0.00
23313,1,0.00
23381,1,0.00
23416,1,0.00
23436,1,0.00
23438,1,0.00
23450,1,0.00
23455-5650,1,0.00
23457,1,0.00
23459-2627,1,0.00
23461,1,0.00
23500,1,0.00
23507-1258,1,0.00
23566,1,0.00
23603,1,0.00
23682,1,0.00
23699,1,0.00
23762,1,0.00
23771,1,0.00
23815,1,0.00
23843,1,0.00
23856,1,0.00
23871,1,0.00
23885,1,0.00
23894,1,0.00
23902,1,0.00
23922,1,0.00
23944,1,0.00
24030,1,0.00
24059,1,0.00
24061-9504,1,0.00
24065,1,0.00
24070,1,0.00
24077,1,0.00
24083,1,0.00
24090,1,0.00
24108,1,0.00
24136,1,0.00
24148,1,0.00
24188,1,0.00
24219,1,0.00
24236,1,0.00
24255,1,0.00
24284,1,0.00
24319,1,0.00
24343,1,0.00
24348,1,0.00
24353,1,0.00
24370,1,0.00
24440,1,0.00
24445-0317,1,0.00
24477,1,0.00
24483,1,0.00
24511,1,0.00
24517,1,0.00
24527,1,0.00
24556,1,0.00
24572,1,0.00
24588,1,0.00
24598,1,0.00
24600,1,0.00
24605,1,0.00
24607,1,0.00
24630,1,0.00
24639,1,0.00
24700,1,0.00
24701,1,0.00
24703,1,0.00
24710,1,0.00
24803,1,0.00
24945,1,0.00
24950,1,0.00
24960,1,0.00
25024,1,0.00
25045,1,0.00
25092,1,0.00
25106,1,0.00
25136,1,0.00
25168,1,0.00
25185,1,0.00
25247,1,0.00
25260,1,0.00
25276,1,0.00
25300,1,0.00
25306,1,0.00
25311,1,0.00
25312,1,0.00
25320,1,0.00
25383,1,0.00
25405,1,0.00
25411,1,0.00
25420,1,0.00
25425,1,0.00
25434,1,0.00
25455,1,0.00
25506,1,0.00
25508,1,0.00
25541,1,0.00
25571,1,0.00
25600,1,0.00
25616,1,0.00
25634,1,0.00
25661,1,0.00
25714,1,0.00
25730,1,0.00
25758,1,0.00
25803,1,0.00
25840,1,0.00
25926,1,0.00
26001,1,0.00
26037,1,0.00
26038,1,0.00
26150,1,0.00
26169,1,0.00
26205,1,0.00
26267,1,0.00
26285,1,0.00
26310,1,0.00
26337,1,0.00
26343,1,0.00
26347,1,0.00
26351,1,0.00
26362,1,0.00
26400,1,0.00
26405,1,0.00
26408,1,0.00
26507,1,0.00
26541,1,0.00
26575,1,0.00
26581,1,0.00
26600,1,0.00
26704,1,0.00
26808,1,0.00
26832,1,0.00
26912,1,0.00
26934,1,0.00
26992,1,0.00
27000,1,0.00
27006,1,0.00
27009,1,0.00
27017,1,0.00
27019,1,0.00
27073,1,0.00
27078,1,0.00
27108,1,0.00
27153,1,0.00
27209,1,0.00
27229,1,0.00
27258,1,0.00
27261,1,0.00
27298,1,0.00
27325,1,0.00
27350,1,0.00
27370,1,0.00
27404,1,0.00
27430,1,0.00
27501,1,0.00
27511-2708,1,0.00
27521,1,0.00
27522,1,0.00
27532,1,0.00
27565,1,0.00
27569,1,0.00
27592,1,0.00
27600,1,0.00
27601,1,0.00
27618,1,0.00
2770527705,1,0.00
27715,1,0.00
27771,1,0.00
27801,1,0.00
27805,1,0.00
27807,1,0.00
27812,1,0.00
27823,1,0.00
27832,1,0.00
27839,1,0.00
27845,1,0.00
27857,1,0.00
27864,1,0.00
27869,1,0.00
27924,1,0.00
27925,1,0.00
27935,1,0.00
27944,1,0.00
27947,1,0.00
27964,1,0.00
28002,1,0.00
28005,1,0.00
28085,1,0.00
28098,1,0.00
28103,1,0.00
28114,1,0.00
28124,1,0.00
28125,1,0.00
28127,1,0.00
28128,1,0.00
28145,1,0.00
28150,1,0.00
28159,1,0.00
28174,1,0.00
28179,1,0.00
28201,1,0.00
28333,1,0.00
28345,1,0.00
28349,1,0.00
28351,1,0.00
28364,1,0.00
28366,1,0.00
28371,1,0.00
28377,1,0.00
28381,1,0.00
28382,1,0.00
28394,1,0.00
28395,1,0.00
28397,1,0.00
28398,1,0.00
28418,1,0.00
28432,1,0.00
28449,1,0.00
28463,1,0.00
28479,1,0.00
28490,1,0.00
28513,1,0.00
28529,1,0.00
28533,1,0.00
28543,1,0.00
28551,1,0.00
28556,1,0.00
28568,1,0.00
28586,1,0.00
28603,1,0.00
28610,1,0.00
28631,1,0.00
28643,1,0.00
28644,1,0.00
28650,1,0.00
28651,1,0.00
28656,1,0.00
28670,1,0.00
28673,1,0.00
28675,1,0.00
28690,1,0.00
28692,1,0.00
28701,1,0.00
28721,1,0.00
28753,1,0.00
28771,1,0.00
28805-1803,1,0.00
28826,1,0.00
28864,1,0.00
28904,1,0.00
29006,1,0.00
29009,1,0.00
29010,1,0.00
29018,1,0.00
29026,1,0.00
29044,1,0.00
29054,1,0.00
29055,1,0.00
29069,1,0.00
29075,1,0.00
29081,1,0.00
29092,1,0.00
29101,1,0.00
29102,1,0.00
29112,1,0.00
29114,1,0.00
29117,1,0.00
29127,1,0.00
29130,1,0.00
29135,1,0.00
29136,1,0.00
29138,1,0.00
29152,1,0.00
29163,1,0.00
29172,1,0.00
29178,1,0.00
29216,1,0.00
29221,1,0.00
29225-0102,1,0.00
29226,1,0.00
29228,1,0.00
29300,1,0.00
29323,1,0.00
29356,1,0.00
29385,1,0.00
29388,1,0.00
29392,1,0.00
29431,1,0.00
29442,1,0.00
29453,1,0.00
29470,1,0.00
29487,1,0.00
29500,1,0.00
29506,1,0.00
29520,1,0.00
29529,1,0.00
29532,1,0.00
29544,1,0.00
29563,1,0.00
29569,1,0.00
29570,1,0.00
29574,1,0.00
29620,1,0.00
29630-4044,1,0.00
29630-8505,1,0.00
97633,1,0.00
97636,1,0.00
97647,1,0.00
97708,1,0.00
97731,1,0.00
97734,1,0.00
97856,1,0.00
97862,1,0.00
97864,1,0.00
97874,1,0.00
97880,1,0.00
98006-6101,1,0.00
98007-8549,1,0.00
98007.,1,0.00
98013,1,0.00
98042-8371,1,0.00
98047,1,0.00
98049,1,0.00
98052-3073,1,0.00
98052-8646,1,0.00
98062,1,0.00
98069,1,0.00
98076,1,0.00
98095,1,0.00
98097,1,0.00
98103.,1,0.00
98108-2986,1,0.00
98108-3111,1,0.00
9811298101,1,0.00
98154,1,0.00
98161,1,0.00
98163,1,0.00
98190,1,0.00
98191,1,0.00
98212,1,0.00
98215,1,0.00
98218,1,0.00
98227,1,0.00
98236,1,0.00
98240,1,0.00
98253,1,0.00
98257,1,0.00
98283,1,0.00
98284,1,0.00
98306,1,0.00
9831,1,0.00
98326,1,0.00
98328,1,0.00
98340,1,0.00
98342,1,0.00
98345,1,0.00
98351,1,0.00
98358,1,0.00
98360,1,0.00
98365,1,0.00
98369,1,0.00
98377,1,0.00
98380,1,0.00
98384,1,0.00
98390,1,0.00
98394,1,0.00
98399,1,0.00
98401,1,0.00
98508,1,0.00
98511,1,0.00
98524,1,0.00
98534,1,0.00
98535,1,0.00
98537,1,0.00
98542,1,0.00
98563,1,0.00
98568,1,0.00
98573,1,0.00
98595,1,0.00
98611,1,0.00
98624,1,0.00
98629,1,0.00
98635,1,0.00
98644,1,0.00
98645,1,0.00
98672,1,0.00
98675,1,0.00
98749,1,0.00
98775,1,0.00
98823,1,0.00
98844,1,0.00
98850,1,0.00
98851,1,0.00
98855,1,0.00
98858,1,0.00
98862,1,0.00
98865,1,0.00
98903,1,0.00
98931,1,0.00
98934,1,0.00
98947,1,0.00
98955,1,0.00
98994,1,0.00
99006,1,0.00
99011,1,0.00
99022,1,0.00
99025,1,0.00
99027,1,0.00
99110,1,0.00
99122,1,0.00
99136,1,0.00
99141,1,0.00
99143,1,0.00
99156,1,0.00
99163-4438,1,0.00
99169,1,0.00
99173,1,0.00
99180,1,0.00
99181,1,0.00
99228,1,0.00
99247,1,0.00
99250,1,0.00
99254,1,0.00
99273,1,0.00
99320,1,0.00
99323,1,0.00
99328,1,0.00
99344,1,0.00
99363,1,0.00
99402,1,0.00
99505,1,0.00
99506-3510,1,0.00
99518,1,0.00
99577,1,0.00
99623,1,0.00
99631,1,0.00
99659,1,0.00
99671,1,0.00
99706,1,0.00
99743,1,0.00
99749,1,0.00
